id,name,price,discount,company,category,specification/description,details,ratings,number of ratings,stock
1098.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",73885.19544,9.19,GadgetWorld,Computers,Long battery life,Available in multiple colors,4.8,557.0,87.0
736.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13182.83256,24.98160475,DevicePro,Electronics,High quality audio,Free shipping,3.4,276.0,27.0
311.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",53828.9994,24.98160475,InnovateX,Storage,Durable design,Customer favorite,3.7,835.0,75.0
272.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13193.2676,40.65,InnovateX,Peripherals,Lightweight,Best seller,3.7,506.0,71.0
681.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",59935.9032,40.65,GadgetWorld,Computers,High resolution,Customer favorite,1.6,230.0,11.0
1118.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",39721.02048,9.19,QuantumGear,Storage,Compact and portable,Exclusive deal,1.9,546.0,80.0
1126.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",13729.01904,9.19,QuantumGear,Imaging,Compact and portable,Exclusive deal,3.6,235.0,39.0
451.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",42666.0028,40.65,GadgetWorld,Networking,Fast charging,Limited stock,3.2,645.0,21.0
171.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",76063.4348,40.65,ElectroHub,Computers,High performance,Available in multiple colors,4.3,121.0,3.0
1138.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",84206.2968,9.19,GearMax,Computers,High quality audio,1 year warranty,1.3,22.0,96.0
49.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",3344.019986,24.98160475,ElectroHub,Accessories,Advanced features,Available in multiple colors,2.7,164.0,35.0
446.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",39765.9244,40.65,TechCorp,Electronics,High quality audio,Free shipping,4.0,880.0,70.0
209.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",74852.15448,24.98160475,GadgetWorld,Imaging,High performance,Free shipping,2.2,328.0,64.0
677.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",10895.07158,24.98160475,DevicePro,Computers,High quality audio,30-day return policy,4.6,412.0,12.0
230.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",98826.23316,24.98160475,ElectroHub,Networking,Compact and portable,Free shipping,2.5,201.0,97.0
163.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",58128.3396,40.65,TechCorp,Peripherals,High quality audio,Available in multiple colors,3.5,540.0,64.0
418.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",77202.9548,40.65,NextGen,Audio,High performance,1 year warranty,4.2,635.0,55.0
294.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",18685.754,40.65,NextGen,Wearables,Advanced features,Best seller,4.7,506.0,90.0
691.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",26179.9972,40.65,ElectroHub,Accessories,User-friendly interface,Best seller,3.9,683.0,75.0
785.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",38986.3028,40.65,AlphaTech,Wearables,User-friendly interface,Limited stock,4.9,814.0,10.0
174.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",21208.8412,40.65,TechCorp,Computers,User-friendly interface,Highly rated,4.0,193.0,57.0
670.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",15065.8788,40.65,GadgetWorld,Gaming,Lightweight,New arrival,2.8,290.0,45.0
450.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",114608.9032,24.98160475,AlphaTech,Computers,User-friendly interface,Free shipping,1.4,30.0,95.0
836.0,"Redmi 13 5G, Orchid Pink, 6GB+128GB | India Debut SD 4 Gen 2 AE | 108MP Pro Grade Camera | 6.79in Largest Display in Segment",33148.162,40.65,AlphaTech,Imaging,Fast charging,New arrival,1.1,861.0,33.0
790.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",29242.4572,40.65,PixelDynamics,Audio,Advanced features,Highly rated,3.4,76.0,70.0
847.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",37574.61366,24.98160475,ElectroHub,Gaming,High quality audio,Highly rated,2.6,826.0,56.0
841.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",76115.188,40.65,ElectroHub,Wearables,High resolution,Available in multiple colors,1.6,60.0,49.0
586.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",8481.87984,24.98160475,NextGen,Imaging,Compact and portable,30-day return policy,2.1,507.0,76.0
324.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",48280.038,40.65,GearMax,Peripherals,Long battery life,Free shipping,1.9,891.0,75.0
996.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",80650.77636,24.98160475,GearMax,Storage,High quality audio,30-day return policy,2.3,347.0,60.0
125.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",32972.0112,40.65,QuantumGear,Networking,High quality audio,1 year warranty,2.4,269.0,64.0
119.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",91035.3032,40.65,AlphaTech,Wearables,Durable design,Highly rated,3.6,236.0,6.0
468.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",22364.48399,24.98160475,PixelDynamics,Wearables,User-friendly interface,30-day return policy,4.1,452.0,10.0
765.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",119145.4156,24.98160475,GearMax,Storage,Fast charging,Best seller,4.8,463.0,80.0
1019.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",7123.146665,24.98160475,GearMax,Electronics,Long battery life,Free shipping,3.2,139.0,36.0
427.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",50211.91245,24.98160475,TechCorp,Electronics,Durable design,1 year warranty,1.7,525.0,83.0
1031.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",13137.66432,9.19,PixelDynamics,Storage,User-friendly interface,Customer favorite,1.6,323.0,8.0
1047.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",72913.89168,9.19,ElectroHub,Wearables,High quality audio,1 year warranty,3.6,679.0,76.0
712.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",15151.8176,40.65,GadgetWorld,Imaging,Durable design,Best seller,1.2,4.0,95.0
477.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",26984.41684,24.98160475,ElectroHub,Wearables,High performance,Highly rated,1.4,277.0,63.0
742.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",77117.10987,24.98160475,InnovateX,Networking,Compact and portable,Customer favorite,1.9,642.0,60.0
655.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",40565.0128,40.65,PixelDynamics,Wearables,Durable design,Highly rated,4.3,125.0,99.0
635.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",108399.7807,24.98160475,PixelDynamics,Wearables,Lightweight,30-day return policy,3.3,251.0,84.0
1069.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",143285.1034,9.19,PixelDynamics,Electronics,Compact and portable,New arrival,4.1,737.0,62.0
1070.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",110963.0092,24.98160475,InnovateX,Gaming,Advanced features,Customer favorite,4.9,305.0,46.0
336.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",34766.7552,40.65,DevicePro,Accessories,High performance,Available in multiple colors,2.6,948.0,1.0
276.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",21523.6336,40.65,InnovateX,Computers,High resolution,Customer favorite,4.0,925.0,18.0
754.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",90668.7576,40.65,PixelDynamics,Peripherals,Advanced features,1 year warranty,2.5,739.0,85.0
78.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",87292.00486,24.98160475,InnovateX,Gaming,High performance,Highly rated,3.9,413.0,65.0
1079.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",94394.45232,9.19,ElectroHub,Wearables,Advanced features,Customer favorite,3.6,726.0,84.0
892.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",15010.88082,24.98160475,QuantumGear,Audio,Advanced features,Limited stock,4.2,287.0,82.0
60.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",104729.8808,24.98160475,TechCorp,Accessories,Compact and portable,1 year warranty,3.0,763.0,18.0
302.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",90535.3388,40.65,AlphaTech,Computers,Durable design,Exclusive deal,1.9,438.0,43.0
531.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",22335.67693,24.98160475,AlphaTech,Wearables,Long battery life,30-day return policy,3.9,137.0,4.0
955.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",37555.2556,40.65,QuantumGear,Wearables,Durable design,Limited stock,1.0,724.0,26.0
606.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",108100.9074,24.98160475,InnovateX,Computers,Advanced features,Available in multiple colors,4.3,386.0,10.0
853.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",59334.14932,24.98160475,ElectroHub,Gaming,High quality audio,Available in multiple colors,2.2,810.0,72.0
393.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",5529.75595,24.98160475,GearMax,Audio,Compact and portable,Limited stock,2.5,31.0,56.0
1113.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",58762.80922,24.98160475,QuantumGear,Imaging,Lightweight,New arrival,2.3,681.0,53.0
334.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",44967.8332,40.65,DevicePro,Peripherals,High performance,Limited stock,1.9,773.0,37.0
588.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",73242.648,40.65,GearMax,Wearables,Compact and portable,1 year warranty,3.6,716.0,55.0
307.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",78451.83716,24.98160475,DevicePro,Gaming,Fast charging,Available in multiple colors,1.6,151.0,23.0
47.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",26122.00537,24.98160475,ElectroHub,Electronics,Lightweight,Highly rated,3.1,12.0,97.0
780.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",63258.5536,40.65,AlphaTech,Gaming,High performance,1 year warranty,3.7,680.0,98.0
906.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",76682.0992,40.65,GearMax,Wearables,High performance,Available in multiple colors,3.4,516.0,71.0
15.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",80732.99652,24.98160475,AlphaTech,Audio,High performance,Free shipping,2.9,802.0,82.0
609.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",101681.1332,24.98160475,TechCorp,Storage,Lightweight,Available in multiple colors,1.8,620.0,43.0
104.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",15139.4728,40.65,NextGen,Audio,High performance,Customer favorite,2.3,333.0,52.0
664.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",77975.9292,40.65,PixelDynamics,Audio,High resolution,Highly rated,1.0,245.0,67.0
515.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",56646.69032,24.98160475,ElectroHub,Audio,Advanced features,Customer favorite,4.9,373.0,43.0
444.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",20526.0788,40.65,QuantumGear,Accessories,Compact and portable,Highly rated,3.8,142.0,52.0
383.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",55616.83779,24.98160475,NextGen,Audio,High performance,Available in multiple colors,4.8,171.0,11.0
491.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",52458.86343,24.98160475,DevicePro,Audio,High resolution,New arrival,1.9,843.0,67.0
388.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",18413.71522,24.98160475,GadgetWorld,Gaming,High performance,Limited stock,2.1,361.0,39.0
232.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",48052.58296,24.98160475,QuantumGear,Electronics,High performance,Limited stock,3.9,652.0,34.0
597.0,"Samsung Galaxy S23 Ultra, 12GB RAM, 256GB Storage, 200MP Camera, 6.8-inch QHD+ Display, Phantom Black",14739.01415,24.98160475,GadgetWorld,Computers,Long battery life,Best seller,4.2,54.0,60.0
40.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",118201.9843,24.98160475,GearMax,Wearables,User-friendly interface,Exclusive deal,4.8,670.0,65.0
1033.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",40222.29168,9.19,NextGen,Peripherals,Durable design,Exclusive deal,3.1,767.0,94.0
538.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",25356.21759,24.98160475,NextGen,Imaging,Lightweight,Exclusive deal,4.2,832.0,9.0
190.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",19007.86091,24.98160475,GearMax,Peripherals,Lightweight,Free shipping,4.5,76.0,35.0
939.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",21392.5888,40.65,NextGen,Audio,Long battery life,Free shipping,4.7,169.0,92.0
940.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",19760.2264,40.65,QuantumGear,Wearables,High resolution,Highly rated,1.3,131.0,72.0
1046.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",67348.3284,9.19,PixelDynamics,Peripherals,High quality audio,Exclusive deal,3.7,29.0,69.0
994.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",26975.2872,40.65,DevicePro,Computers,Long battery life,30-day return policy,4.8,249.0,28.0
297.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",84245.6632,40.65,DevicePro,Peripherals,Fast charging,New arrival,3.1,269.0,27.0
1057.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",118371.9247,9.19,ElectroHub,Wearables,Fast charging,Free shipping,1.9,178.0,84.0
1062.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",103068.6734,24.98160475,DevicePro,Imaging,Durable design,Free shipping,2.4,849.0,75.0
598.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",47585.4056,40.65,AlphaTech,Audio,High quality audio,Customer favorite,4.4,182.0,88.0
997.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",92384.25352,24.98160475,NextGen,Networking,Long battery life,New arrival,3.1,337.0,7.0
202.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",31039.5752,40.65,AlphaTech,Wearables,High performance,Free shipping,3.1,602.0,20.0
822.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",58291.09355,24.98160475,AlphaTech,Networking,Durable design,Highly rated,4.3,148.0,59.0
1001.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",88278.94368,9.19,QuantumGear,Storage,High performance,30-day return policy,2.9,780.0,37.0
199.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",51042.4244,40.65,DevicePro,Networking,Durable design,Best seller,2.6,827.0,99.0
118.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",19466.97349,24.98160475,GadgetWorld,Peripherals,Fast charging,New arrival,2.9,493.0,74.0
325.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",56403.63072,24.98160475,TechCorp,Storage,Long battery life,New arrival,3.5,218.0,92.0
1084.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",138780.2009,9.19,ElectroHub,Wearables,High quality audio,Best seller,2.3,519.0,24.0
1006.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",76803.23291,24.98160475,PixelDynamics,Networking,Durable design,New arrival,4.2,746.0,7.0
658.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",6950.1224,40.65,QuantumGear,Networking,Advanced features,Best seller,2.4,477.0,24.0
552.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",65734.1608,40.65,NextGen,Accessories,High performance,Available in multiple colors,2.5,280.0,14.0
774.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",36418.1096,40.65,TechCorp,Peripherals,High resolution,Highly rated,1.1,627.0,55.0
216.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",76077.65499,24.98160475,NextGen,Peripherals,High performance,Highly rated,1.3,441.0,36.0
878.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",38707.5952,40.65,NextGen,Audio,Long battery life,Customer favorite,4.8,131.0,63.0
686.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",66020.38885,24.98160475,GadgetWorld,Imaging,Durable design,Customer favorite,5.0,480.0,78.0
412.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",63757.83405,24.98160475,ElectroHub,Wearables,High resolution,New arrival,4.3,75.0,56.0
471.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",26605.418,40.65,AlphaTech,Computers,Compact and portable,New arrival,4.3,122.0,58.0
162.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",88203.596,40.65,DevicePro,Networking,Durable design,Highly rated,1.6,652.0,38.0
1120.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",25866.3204,9.19,InnovateX,Storage,High performance,Best seller,3.1,853.0,15.0
637.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",8834.766371,24.98160475,AlphaTech,Networking,High performance,Highly rated,3.9,757.0,99.0
646.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",18438.9214,24.98160475,InnovateX,Accessories,Fast charging,Customer favorite,1.3,761.0,75.0
103.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",54813.84089,24.98160475,GadgetWorld,Gaming,Compact and portable,Limited stock,4.8,652.0,82.0
530.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",105279.6156,24.98160475,QuantumGear,Peripherals,High resolution,Free shipping,2.3,268.0,7.0
1134.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",54743.02353,24.98160475,DevicePro,Peripherals,User-friendly interface,Available in multiple colors,2.3,148.0,54.0
964.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",91965.4364,40.65,InnovateX,Audio,Durable design,Limited stock,2.7,411.0,10.0
1139.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",112990.8874,9.19,AlphaTech,Accessories,Long battery life,Limited stock,4.1,476.0,51.0
309.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",6100.495901,24.98160475,PixelDynamics,Audio,Fast charging,Free shipping,4.9,711.0,98.0
180.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",78216.6528,40.65,InnovateX,Electronics,High performance,Best seller,2.7,930.0,50.0
1147.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",64857.30365,24.98160475,NextGen,Computers,Lightweight,Free shipping,3.3,165.0,26.0
1149.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",9108.433477,24.98160475,GadgetWorld,Networking,High resolution,Exclusive deal,4.5,51.0,85.0
1152.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",76386.13063,24.98160475,NextGen,Storage,Long battery life,1 year warranty,1.1,324.0,69.0
882.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",67764.8804,40.65,QuantumGear,Imaging,Long battery life,New arrival,3.7,206.0,88.0
321.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",38372.20924,24.98160475,GearMax,Storage,High resolution,1 year warranty,1.5,195.0,55.0
241.0,"Samsung Odyssey G7, 32-inch QHD, 240Hz, Curved Gaming Monitor, 1000R, G-Sync Compatible, Black",90730.0068,40.65,GearMax,Networking,User-friendly interface,Available in multiple colors,1.3,67.0,79.0
